candidate_id,full_name,age,gender,experience_years,education_level,major,skills,salary_expectation_usd,preferred_location,job_type_preference,current_employment_status,english_level,availability,portfolio_url,linkedin_url
269,Tran Thu G 269,26,Male,7,Master,Business Administration,HTML/CSS|Azure|Communication|JavaScript,2136,Hanoi,Part-time,Employed,Advanced,Immediate,https://portfolio269.com,https://linkedin.com/in/candidate269
270,Dang Van A 270,33,Other,8,High School,Software Engineering,React|Agile|Machine Learning|Flask,1138,Ho Chi Minh City,Part-time,Employed,Native,Immediate,https://portfolio270.com,https://linkedin.com/in/candidate270
271,Bui Thu G 271,26,Female,3,Associate,Software Engineering,Docker|React|Team Leadership|AWS|Node.js|SQL|JavaScript,3085,Hanoi,Contract,Unemployed,Native,2 months,https://portfolio271.com,https://linkedin.com/in/candidate271
272,Le Duc H 272,38,Female,4,Master,Computer Science,Azure|Project Management|Data Analysis,1996,Da Nang,Internship,Unemployed,Basic,2 weeks,https://portfolio272.com,https://linkedin.com/in/candidate272
273,Vo Duc H 273,38,Male,7,High School,Finance,Flask|Team Leadership|Azure,878,Remote,Internship,Employed,Basic,2 weeks,,https://linkedin.com/in/candidate273
274,Huynh Mai I 274,45,Female,8,Bachelor,Economics,React|Azure|Project Management|C++|Team Leadership|Docker,3452,Hanoi,Contract,Student,Intermediate,2 weeks,https://portfolio274.com,https://linkedin.com/in/candidate274
275,Hoang Minh C 275,33,Female,14,Bachelor,English Literature,Team Leadership|C++|Spring|Docker,3440,Remote,Part-time,Freelancer,Native,2 weeks,https://portfolio275.com,https://linkedin.com/in/candidate275
276,Le Van A 276,45,Other,14,Associate,Computer Science,JavaScript|Data Analysis|Azure,2056,Ho Chi Minh City,Full-time,Student,Advanced,Immediate,https://portfolio276.com,https://linkedin.com/in/candidate276
277,Dang Thi B 277,49,Female,15,Master,Information Technology,React|JavaScript|Node.js,1627,Da Nang,Internship,Student,Advanced,Immediate,,https://linkedin.com/in/candidate277
278,Le Duc H 278,36,Male,13,Master,Data Science,Communication|Django|Data Analysis|Problem Solving|Node.js,3518,Flexible,Full-time,Student,Native,2 months,,https://linkedin.com/in/candidate278
279,Dang Hoang D 279,36,Other,7,Master,Data Science,Spring|Angular|Java|Django|JavaScript|AWS,3610,Hanoi,Part-time,Employed,Intermediate,2 weeks,https://portfolio279.com,https://linkedin.com/in/candidate279
280,Pham Thanh E 280,27,Other,17,Associate,Business Administration,Angular|Scrum|Problem Solving|C++|Azure,4185,Ho Chi Minh City,Full-time,Unemployed,Advanced,Immediate,https://portfolio280.com,https://linkedin.com/in/candidate280
281,Huynh Thanh E 281,33,Male,9,Master,Economics,Team Leadership|Python|Data Analysis|React|Problem Solving,2765,Remote,Contract,Student,Native,Immediate,https://portfolio281.com,https://linkedin.com/in/candidate281
282,Vo Thi B 282,48,Other,19,Bachelor,Information Technology,Data Analysis|JavaScript|Angular|React|Flask,3227,Remote,Internship,Employed,Native,Immediate,https://portfolio282.com,https://linkedin.com/in/candidate282
283,Vo Linh J 283,41,Other,5,High School,Data Science,Spring|Azure|Django|C++,3641,Ho Chi Minh City,Internship,Freelancer,Intermediate,Immediate,https://portfolio283.com,https://linkedin.com/in/candidate283
284,Vo Van A 284,39,Male,11,Bachelor,Computer Science,Azure|Project Management|Flask|Python|AWS,1413,Hanoi,Contract,Unemployed,Native,2 weeks,https://portfolio284.com,https://linkedin.com/in/candidate284
285,Vo Thanh E 285,35,Other,1,Bachelor,Information Technology,Machine Learning|Problem Solving|Team Leadership|AWS|Azure,1362,Flexible,Contract,Freelancer,Advanced,2 weeks,https://portfolio285.com,https://linkedin.com/in/candidate285
286,Le Minh C 286,23,Male,6,High School,Computer Science,HTML/CSS|C++|Project Management|Django|Machine Learning|Team Leadership,984,Hanoi,Internship,Student,Basic,Immediate,https://portfolio286.com,https://linkedin.com/in/candidate286
287,Pham Thi B 287,30,Male,15,Bachelor,English Literature,Angular|React|Machine Learning|Data Analysis,2992,Da Nang,Internship,Unemployed,Intermediate,1 month,,https://linkedin.com/in/candidate287
288,Tran Van A 288,26,Female,2,Associate,English Literature,Azure|Python|Problem Solving|Docker|HTML/CSS,4865,Hanoi,Internship,Student,Native,2 months,,https://linkedin.com/in/candidate288
289,Hoang Hoang D 289,41,Female,12,High School,Data Science,Data Analysis|Git|SQL,1045,Da Nang,Part-time,Unemployed,Intermediate,2 weeks,,https://linkedin.com/in/candidate289
290,Do Thi B 290,47,Other,2,Bachelor,Data Science,Node.js|AWS|Scrum|Data Analysis,4886,Remote,Part-time,Student,Native,2 weeks,https://portfolio290.com,https://linkedin.com/in/candidate290
291,Le Thu G 291,22,Other,17,PhD,Finance,Java|Git|Problem Solving|Flask|Data Analysis,3034,Da Nang,Part-time,Freelancer,Basic,1 month,,https://linkedin.com/in/candidate291
292,Vo Hoang D 292,44,Male,10,Bachelor,English Literature,Git|Problem Solving|Spring,1665,Flexible,Full-time,Freelancer,Intermediate,2 weeks,,https://linkedin.com/in/candidate292
293,Hoang Thanh E 293,24,Other,7,Associate,Economics,Node.js|Java|Machine Learning|Django|Spring|Scrum,2887,Ho Chi Minh City,Part-time,Student,Native,1 month,https://portfolio293.com,https://linkedin.com/in/candidate293
294,Huynh Mai I 294,27,Male,5,Master,Economics,Python|Scrum|SQL|HTML/CSS,1400,Da Nang,Internship,Unemployed,Basic,1 month,,https://linkedin.com/in/candidate294
295,Tran Thanh E 295,26,Male,0,Bachelor,Mechanical Engineering,Problem Solving|Python|Project Management|Java,3833,Hanoi,Part-time,Freelancer,Advanced,Immediate,,https://linkedin.com/in/candidate295
296,Le Hoang D 296,42,Other,0,Master,Mechanical Engineering,Docker|Agile|Python|Spring,2856,Da Nang,Internship,Unemployed,Native,2 weeks,,https://linkedin.com/in/candidate296
297,Do Quang F 297,48,Male,7,PhD,Business Administration,Angular|Docker|Machine Learning|SQL|Django|HTML/CSS|Python,2931,Remote,Contract,Unemployed,Basic,2 months,,https://linkedin.com/in/candidate297
298,Dang Van A 298,26,Female,4,Bachelor,English Literature,Flask|SQL|Git,1332,Da Nang,Full-time,Freelancer,Basic,1 month,https://portfolio298.com,https://linkedin.com/in/candidate298
299,Do Duc H 299,22,Other,15,High School,Computer Science,Flask|Project Management|Spring|AWS,2842,Flexible,Full-time,Employed,Intermediate,2 months,https://portfolio299.com,https://linkedin.com/in/candidate299
300,Vo Van A 300,38,Female,10,Master,Computer Science,Data Analysis|Git|Machine Learning|Azure|Angular,1157,Da Nang,Contract,Employed,Native,Immediate,https://portfolio300.com,https://linkedin.com/in/candidate300
301,Tran Minh C 301,40,Other,4,PhD,Marketing,AWS|Team Leadership|Django|Scrum|Node.js|JavaScript,1177,Flexible,Internship,Unemployed,Advanced,2 weeks,https://portfolio301.com,https://linkedin.com/in/candidate301
302,Nguyen Mai I 302,35,Male,3,High School,Information Technology,Angular|HTML/CSS|JavaScript|SQL,3019,Hanoi,Full-time,Freelancer,Native,Immediate,https://portfolio302.com,https://linkedin.com/in/candidate302
303,Dang Thi B 303,33,Other,5,High School,Electrical Engineering,SQL|Data Analysis|Java|React,4107,Remote,Part-time,Employed,Basic,Immediate,https://portfolio303.com,https://linkedin.com/in/candidate303
304,Bui Thu G 304,31,Female,13,High School,Mechanical Engineering,Communication|SQL|Azure,3396,Ho Chi Minh City,Internship,Student,Advanced,2 months,,https://linkedin.com/in/candidate304
305,Bui Quang F 305,41,Male,18,High School,Data Science,Azure|Data Analysis|Team Leadership|Python|Angular|Django|JavaScript,1583,Hanoi,Full-time,Unemployed,Basic,2 months,,https://linkedin.com/in/candidate305
306,Huynh Hoang D 306,42,Other,8,Bachelor,Business Administration,Python|Spring|React|Data Analysis|Project Management,3179,Hanoi,Contract,Employed,Intermediate,1 month,https://portfolio306.com,https://linkedin.com/in/candidate306
307,Do Linh J 307,39,Other,11,Bachelor,Economics,Communication|Azure|SQL|Spring|Angular,4403,Ho Chi Minh City,Internship,Freelancer,Native,2 weeks,,https://linkedin.com/in/candidate307
308,Tran Thu G 308,45,Other,10,Bachelor,Electrical Engineering,Django|Project Management|Machine Learning|Spring|AWS|Scrum,1782,Da Nang,Full-time,Freelancer,Basic,Immediate,,https://linkedin.com/in/candidate308
309,Hoang Quang F 309,48,Female,13,PhD,Software Engineering,Node.js|C++|Spring|React|Scrum|Docker,4742,Da Nang,Contract,Unemployed,Basic,1 month,https://portfolio309.com,https://linkedin.com/in/candidate309
310,Tran Thanh E 310,32,Female,15,PhD,Business Administration,Flask|Problem Solving|Data Analysis,3390,Da Nang,Internship,Freelancer,Native,1 month,https://portfolio310.com,https://linkedin.com/in/candidate310
311,Do Hoang D 311,23,Other,0,PhD,Software Engineering,Docker|Team Leadership|Machine Learning|Data Analysis|Azure|AWS|Java,1842,Remote,Part-time,Student,Advanced,Immediate,,https://linkedin.com/in/candidate311
312,Bui Quang F 312,46,Male,12,Associate,Mathematics,HTML/CSS|Communication|Data Analysis|Angular,3338,Hanoi,Internship,Student,Basic,Immediate,,https://linkedin.com/in/candidate312
313,Tran Van A 313,39,Male,12,PhD,English Literature,JavaScript|Flask|Data Analysis|Communication|Python|Angular|Java,1661,Flexible,Part-time,Employed,Native,1 month,https://portfolio313.com,https://linkedin.com/in/candidate313
314,Hoang Mai I 314,46,Female,1,Bachelor,Software Engineering,Data Analysis|Spring|Azure,2676,Ho Chi Minh City,Internship,Freelancer,Intermediate,Immediate,https://portfolio314.com,https://linkedin.com/in/candidate314
315,Huynh Linh J 315,28,Male,3,Bachelor,Software Engineering,C++|Flask|AWS|Scrum|Project Management|Communication|Azure,2635,Hanoi,Contract,Student,Intermediate,Immediate,,https://linkedin.com/in/candidate315
316,Vo Thanh E 316,45,Female,5,Associate,Mathematics,Django|Docker|Python|Java,4326,Da Nang,Part-time,Unemployed,Native,2 months,https://portfolio316.com,https://linkedin.com/in/candidate316
317,Do Quang F 317,36,Other,4,Associate,Finance,Data Analysis|JavaScript|Node.js|Docker,2485,Ho Chi Minh City,Part-time,Freelancer,Basic,2 weeks,https://portfolio317.com,https://linkedin.com/in/candidate317
318,Hoang Mai I 318,32,Female,2,PhD,Finance,React|JavaScript|Java|Python|Team Leadership,4201,Flexible,Internship,Employed,Native,1 month,https://portfolio318.com,https://linkedin.com/in/candidate318
319,Huynh Duc H 319,39,Female,0,Master,Finance,HTML/CSS|C++|Machine Learning,2422,Hanoi,Full-time,Unemployed,Native,Immediate,https://portfolio319.com,https://linkedin.com/in/candidate319
320,Tran Mai I 320,44,Other,3,Associate,English Literature,Java|Project Management|SQL|Python|Scrum|Flask,3457,Hanoi,Part-time,Unemployed,Basic,1 month,,https://linkedin.com/in/candidate320
321,Hoang Thu G 321,33,Male,19,High School,Electrical Engineering,Agile|Team Leadership|Project Management|AWS|Scrum|Angular|Node.js,2732,Remote,Internship,Unemployed,Advanced,2 weeks,https://portfolio321.com,https://linkedin.com/in/candidate321
322,Do Van A 322,27,Female,1,Bachelor,Business Administration,Spring|Java|Machine Learning|AWS|Communication|Azure,1307,Hanoi,Contract,Student,Advanced,1 month,https://portfolio322.com,https://linkedin.com/in/candidate322
323,Do Thanh E 323,41,Female,4,High School,Business Administration,React|AWS|HTML/CSS|SQL|Azure|Scrum,4278,Hanoi,Internship,Unemployed,Intermediate,1 month,,https://linkedin.com/in/candidate323
324,Do Thi B 324,44,Other,2,Bachelor,Data Science,Django|Docker|Git,3456,Flexible,Internship,Student,Advanced,1 month,https://portfolio324.com,https://linkedin.com/in/candidate324
325,Huynh Van A 325,34,Male,8,Bachelor,Finance,JavaScript|Communication|Django|Data Analysis|Java,1921,Flexible,Part-time,Unemployed,Native,2 months,,https://linkedin.com/in/candidate325
326,Le Thanh E 326,41,Female,19,Associate,English Literature,Project Management|Agile|Git,1089,Ho Chi Minh City,Full-time,Student,Basic,2 weeks,,https://linkedin.com/in/candidate326
327,Pham Minh C 327,37,Other,5,Associate,Data Science,HTML/CSS|Python|Docker|Data Analysis|Agile|Angular|Project Management,3629,Da Nang,Contract,Freelancer,Intermediate,2 weeks,https://portfolio327.com,https://linkedin.com/in/candidate327
328,Do Thanh E 328,39,Female,17,High School,Information Technology,Flask|Communication|Java|Agile|AWS|Machine Learning|Spring,3009,Flexible,Part-time,Student,Advanced,1 month,,https://linkedin.com/in/candidate328
329,Dang Hoang D 329,31,Other,5,Bachelor,Data Science,Azure|Communication|JavaScript|Problem Solving|Machine Learning|Node.js,2200,Ho Chi Minh City,Part-time,Student,Native,1 month,https://portfolio329.com,https://linkedin.com/in/candidate329
330,Nguyen Thu G 330,49,Male,18,High School,Electrical Engineering,Java|HTML/CSS|JavaScript|Machine Learning|Angular|Agile|Python,1366,Hanoi,Part-time,Freelancer,Intermediate,2 weeks,https://portfolio330.com,https://linkedin.com/in/candidate330
331,Dang Minh C 331,44,Male,11,Master,Mechanical Engineering,Angular|Communication|React|Python|Project Management|Docker|Scrum,2273,Ho Chi Minh City,Contract,Unemployed,Basic,Immediate,https://portfolio331.com,https://linkedin.com/in/candidate331
332,Huynh Thi B 332,29,Male,10,High School,Software Engineering,Scrum|Project Management|Django|Python|Flask|Data Analysis,2787,Ho Chi Minh City,Full-time,Freelancer,Advanced,2 months,https://portfolio332.com,https://linkedin.com/in/candidate332
333,Vo Duc H 333,39,Male,1,PhD,Finance,Problem Solving|Docker|Java|Machine Learning|Data Analysis|SQL|React,4587,Ho Chi Minh City,Contract,Unemployed,Native,2 weeks,https://portfolio333.com,https://linkedin.com/in/candidate333
334,Huynh Quang F 334,42,Female,14,High School,Mathematics,Agile|Azure|Problem Solving|SQL|React,4665,Ho Chi Minh City,Contract,Student,Basic,1 month,,https://linkedin.com/in/candidate334
335,Hoang Duc H 335,22,Female,11,PhD,Mechanical Engineering,HTML/CSS|AWS|React|Scrum|Machine Learning|Spring|Java,4060,Flexible,Full-time,Unemployed,Native,Immediate,https://portfolio335.com,https://linkedin.com/in/candidate335
336,Nguyen Linh J 336,44,Male,11,PhD,Economics,Project Management|Team Leadership|Python|SQL|Docker|HTML/CSS|Angular,4347,Da Nang,Contract,Student,Native,Immediate,https://portfolio336.com,https://linkedin.com/in/candidate336
337,Pham Hoang D 337,29,Male,8,PhD,Data Science,SQL|Docker|Python|Git|Node.js,4051,Ho Chi Minh City,Internship,Unemployed,Native,Immediate,,https://linkedin.com/in/candidate337
338,Le Minh C 338,27,Male,1,Master,English Literature,Django|Problem Solving|Angular|Communication|Azure,2516,Remote,Contract,Student,Basic,2 months,,https://linkedin.com/in/candidate338
339,Pham Van A 339,26,Female,2,High School,Software Engineering,Team Leadership|Data Analysis|SQL,1812,Hanoi,Part-time,Student,Intermediate,2 months,,https://linkedin.com/in/candidate339
340,Tran Mai I 340,36,Male,11,High School,Business Administration,Problem Solving|Communication|Node.js|HTML/CSS|Machine Learning,2110,Hanoi,Contract,Employed,Native,2 weeks,https://portfolio340.com,https://linkedin.com/in/candidate340
341,Do Thi B 341,43,Male,15,Master,Computer Science,SQL|Team Leadership|HTML/CSS,1417,Hanoi,Part-time,Unemployed,Intermediate,2 weeks,https://portfolio341.com,https://linkedin.com/in/candidate341
342,Hoang Mai I 342,36,Male,0,Bachelor,Software Engineering,Django|Angular|React|Flask|Problem Solving|Communication|Machine Learning,2782,Hanoi,Contract,Unemployed,Intermediate,2 weeks,https://portfolio342.com,https://linkedin.com/in/candidate342
343,Bui Duc H 343,23,Other,2,Associate,Electrical Engineering,JavaScript|Spring|Java|Django|Git|Angular,3028,Hanoi,Part-time,Employed,Advanced,2 weeks,https://portfolio343.com,https://linkedin.com/in/candidate343
344,Nguyen Van A 344,22,Male,19,High School,Economics,Team Leadership|Flask|Node.js,1268,Ho Chi Minh City,Part-time,Student,Advanced,1 month,https://portfolio344.com,https://linkedin.com/in/candidate344
345,Bui Duc H 345,44,Other,1,Associate,Electrical Engineering,Machine Learning|Flask|Problem Solving|Scrum,4916,Da Nang,Part-time,Student,Intermediate,2 months,https://portfolio345.com,https://linkedin.com/in/candidate345
346,Do Mai I 346,44,Other,8,Master,Data Science,Machine Learning|Java|Node.js|Azure|Git|SQL,1939,Remote,Full-time,Employed,Advanced,Immediate,https://portfolio346.com,https://linkedin.com/in/candidate346
347,Vo Minh C 347,47,Male,18,Bachelor,Information Technology,Agile|Django|Python|Docker,2236,Flexible,Contract,Employed,Advanced,1 month,https://portfolio347.com,https://linkedin.com/in/candidate347
348,Le Thi B 348,32,Other,14,Bachelor,Electrical Engineering,Scrum|AWS|Python|Java|Problem Solving|C++|Flask,1336,Remote,Contract,Freelancer,Intermediate,2 weeks,https://portfolio348.com,https://linkedin.com/in/candidate348
349,Hoang Minh C 349,31,Male,17,Bachelor,Electrical Engineering,Azure|C++|Team Leadership|Angular|HTML/CSS,1751,Flexible,Internship,Student,Basic,2 weeks,https://portfolio349.com,https://linkedin.com/in/candidate349
350,Huynh Thi B 350,39,Female,10,Master,English Literature,Team Leadership|Communication|Machine Learning|JavaScript|SQL|Python,3613,Flexible,Internship,Freelancer,Advanced,1 month,https://portfolio350.com,https://linkedin.com/in/candidate350
351,Le Thanh E 351,39,Female,15,PhD,Data Science,JavaScript|Flask|Scrum|SQL|Python|Communication|Agile,3806,Remote,Internship,Unemployed,Advanced,Immediate,https://portfolio351.com,https://linkedin.com/in/candidate351
352,Nguyen Van A 352,38,Female,16,PhD,Software Engineering,JavaScript|Problem Solving|Project Management|Azure|Angular|AWS,4794,Ho Chi Minh City,Contract,Freelancer,Basic,2 months,https://portfolio352.com,https://linkedin.com/in/candidate352
353,Do Mai I 353,47,Female,4,Associate,Information Technology,Flask|Node.js|Team Leadership,2640,Hanoi,Full-time,Employed,Basic,2 months,https://portfolio353.com,https://linkedin.com/in/candidate353
354,Vo Van A 354,29,Other,11,PhD,Mechanical Engineering,Scrum|Agile|Team Leadership|Docker|JavaScript|Angular|HTML/CSS,1650,Ho Chi Minh City,Part-time,Employed,Basic,Immediate,https://portfolio354.com,https://linkedin.com/in/candidate354
355,Dang Minh C 355,36,Male,10,PhD,Computer Science,AWS|Data Analysis|Scrum|SQL|Communication|JavaScript|Java,2771,Hanoi,Contract,Employed,Intermediate,2 months,https://portfolio355.com,https://linkedin.com/in/candidate355
356,Dang Thanh E 356,29,Male,14,Bachelor,Finance,Flask|Docker|HTML/CSS|Azure|Node.js,1991,Da Nang,Full-time,Employed,Basic,2 weeks,https://portfolio356.com,https://linkedin.com/in/candidate356
357,Nguyen Thu G 357,38,Male,2,Bachelor,Business Administration,Project Management|C++|Spring|Java,4720,Flexible,Full-time,Freelancer,Intermediate,2 weeks,https://portfolio357.com,https://linkedin.com/in/candidate357
358,Hoang Quang F 358,33,Female,0,Associate,Electrical Engineering,Project Management|Node.js|Spring|Flask|Problem Solving,2862,Remote,Contract,Freelancer,Native,2 weeks,,https://linkedin.com/in/candidate358
359,Huynh Duc H 359,48,Female,19,High School,Data Science,Docker|Flask|Data Analysis,3846,Da Nang,Part-time,Freelancer,Native,2 weeks,,https://linkedin.com/in/candidate359
360,Bui Thi B 360,29,Male,15,Associate,Finance,C++|Agile|Django,4358,Hanoi,Full-time,Employed,Basic,Immediate,https://portfolio360.com,https://linkedin.com/in/candidate360
361,Bui Linh J 361,46,Female,1,Associate,Business Administration,React|Data Analysis|Scrum|Java,1104,Ho Chi Minh City,Contract,Employed,Basic,2 months,https://portfolio361.com,https://linkedin.com/in/candidate361
362,Bui Linh J 362,35,Male,1,Master,Business Administration,Git|Data Analysis|Team Leadership|Node.js,3647,Remote,Part-time,Student,Native,2 months,https://portfolio362.com,https://linkedin.com/in/candidate362
363,Do Thu G 363,25,Male,2,Master,Mechanical Engineering,Machine Learning|Communication|Django|HTML/CSS|SQL|Java|Node.js,3235,Flexible,Internship,Student,Intermediate,1 month,https://portfolio363.com,https://linkedin.com/in/candidate363
364,Nguyen Thu G 364,22,Male,7,Associate,Mechanical Engineering,AWS|Agile|Node.js|Data Analysis|Angular|JavaScript|Project Management,3604,Da Nang,Full-time,Employed,Intermediate,Immediate,https://portfolio364.com,https://linkedin.com/in/candidate364
365,Do Thanh E 365,22,Male,14,Associate,Mechanical Engineering,Azure|Team Leadership|Git|Docker,2784,Flexible,Full-time,Student,Basic,2 months,,https://linkedin.com/in/candidate365
366,Huynh Linh J 366,40,Male,6,Associate,Mathematics,C++|Docker|React|Problem Solving,4736,Hanoi,Contract,Unemployed,Basic,2 months,,https://linkedin.com/in/candidate366
367,Vo Thanh E 367,37,Male,5,PhD,Marketing,C++|Problem Solving|Data Analysis|Django|React|Azure|Spring,1512,Flexible,Contract,Unemployed,Basic,1 month,https://portfolio367.com,https://linkedin.com/in/candidate367
368,Vo Mai I 368,35,Male,8,Master,Marketing,SQL|Java|AWS|Team Leadership|Data Analysis|Scrum|Communication,3695,Ho Chi Minh City,Part-time,Employed,Native,2 weeks,,https://linkedin.com/in/candidate368
369,Le Duc H 369,42,Female,19,Associate,Business Administration,Team Leadership|Problem Solving|Java|C++,2481,Da Nang,Internship,Freelancer,Advanced,2 months,https://portfolio369.com,https://linkedin.com/in/candidate369
370,Tran Thu G 370,37,Male,0,Bachelor,Mechanical Engineering,Agile|Project Management|SQL|Java|Angular,2133,Da Nang,Internship,Unemployed,Basic,2 weeks,https://portfolio370.com,https://linkedin.com/in/candidate370
371,Tran Hoang D 371,26,Male,7,Bachelor,English Literature,Django|Git|Angular|Python|Agile|React,3998,Ho Chi Minh City,Contract,Unemployed,Intermediate,1 month,https://portfolio371.com,https://linkedin.com/in/candidate371
372,Vo Minh C 372,30,Female,2,PhD,Electrical Engineering,Machine Learning|Team Leadership|Data Analysis|C++|React,974,Flexible,Contract,Freelancer,Advanced,2 months,https://portfolio372.com,https://linkedin.com/in/candidate372
373,Tran Linh J 373,47,Female,3,PhD,Finance,JavaScript|Git|Agile|Python|Spring|Machine Learning,4005,Ho Chi Minh City,Part-time,Student,Intermediate,2 weeks,https://portfolio373.com,https://linkedin.com/in/candidate373
374,Vo Van A 374,49,Female,14,High School,Finance,Communication|Flask|Agile|React,2216,Remote,Contract,Freelancer,Advanced,Immediate,,https://linkedin.com/in/candidate374
375,Dang Minh C 375,23,Male,5,High School,Marketing,Team Leadership|Spring|Docker|React|Git,2787,Ho Chi Minh City,Part-time,Student,Native,2 weeks,https://portfolio375.com,https://linkedin.com/in/candidate375
376,Tran Minh C 376,39,Other,14,High School,Business Administration,Scrum|Spring|Communication|C++|JavaScript,2572,Flexible,Part-time,Student,Advanced,2 weeks,https://portfolio376.com,https://linkedin.com/in/candidate376
377,Hoang Duc H 377,27,Other,2,PhD,Data Science,Machine Learning|HTML/CSS|Communication,1874,Ho Chi Minh City,Internship,Freelancer,Intermediate,2 weeks,,https://linkedin.com/in/candidate377
378,Do Thu G 378,30,Female,13,PhD,Software Engineering,Docker|Python|Agile|C++|SQL,1391,Hanoi,Part-time,Student,Advanced,2 weeks,,https://linkedin.com/in/candidate378
379,Vo Thu G 379,22,Other,19,PhD,Software Engineering,Flask|Communication|Spring|C++|Project Management,3778,Ho Chi Minh City,Internship,Unemployed,Native,Immediate,,https://linkedin.com/in/candidate379
380,Dang Van A 380,30,Female,13,Bachelor,Marketing,Agile|React|Java,4782,Ho Chi Minh City,Internship,Employed,Intermediate,1 month,,https://linkedin.com/in/candidate380
381,Pham Quang F 381,46,Male,3,PhD,Data Science,C++|Problem Solving|Git|Azure|Flask|Python,3210,Flexible,Internship,Student,Basic,2 weeks,https://portfolio381.com,https://linkedin.com/in/candidate381
382,Bui Thi B 382,37,Other,11,Bachelor,Mathematics,Spring|Git|Django|JavaScript|Scrum|Data Analysis,1647,Remote,Contract,Unemployed,Advanced,2 weeks,https://portfolio382.com,https://linkedin.com/in/candidate382
383,Nguyen Linh J 383,34,Male,16,High School,Mathematics,Azure|Git|Docker|Scrum|Java|React,1293,Remote,Internship,Freelancer,Intermediate,2 months,https://portfolio383.com,https://linkedin.com/in/candidate383
384,Tran Thu G 384,30,Other,6,High School,Marketing,Flask|Java|Git|Django|JavaScript|Spring,1345,Flexible,Part-time,Student,Advanced,2 months,https://portfolio384.com,https://linkedin.com/in/candidate384
385,Le Linh J 385,42,Male,8,High School,Software Engineering,Data Analysis|Docker|Java|Spring|Communication,3086,Flexible,Contract,Unemployed,Native,Immediate,https://portfolio385.com,https://linkedin.com/in/candidate385
386,Tran Thu G 386,34,Other,2,Associate,Data Science,JavaScript|C++|Django|Project Management|Data Analysis,3497,Flexible,Part-time,Student,Intermediate,Immediate,https://portfolio386.com,https://linkedin.com/in/candidate386
387,Tran Minh C 387,30,Male,12,Associate,Mechanical Engineering,Node.js|Project Management|Scrum|Data Analysis|SQL|Docker|JavaScript,4637,Hanoi,Contract,Freelancer,Basic,Immediate,https://portfolio387.com,https://linkedin.com/in/candidate387
388,Vo Hoang D 388,32,Male,14,Master,Business Administration,Communication|Spring|Agile|Azure|HTML/CSS|Angular,2340,Da Nang,Part-time,Employed,Basic,2 months,https://portfolio388.com,https://linkedin.com/in/candidate388
389,Nguyen Thanh E 389,25,Other,17,Master,Finance,Team Leadership|Node.js|Git|AWS|React|Problem Solving|Docker,1683,Ho Chi Minh City,Full-time,Student,Advanced,2 weeks,https://portfolio389.com,https://linkedin.com/in/candidate389
390,Bui Duc H 390,23,Male,18,Master,English Literature,Agile|Node.js|JavaScript|SQL|Django|HTML/CSS,4756,Flexible,Full-time,Employed,Native,2 months,https://portfolio390.com,https://linkedin.com/in/candidate390
391,Bui Linh J 391,27,Male,0,Associate,Information Technology,Python|Docker|React|Git,3894,Flexible,Full-time,Student,Native,1 month,https://portfolio391.com,https://linkedin.com/in/candidate391
392,Bui Thu G 392,35,Male,5,Associate,Business Administration,Problem Solving|Python|Scrum|JavaScript,3165,Flexible,Part-time,Student,Advanced,Immediate,,https://linkedin.com/in/candidate392
393,Pham Thanh E 393,25,Other,1,Master,Mechanical Engineering,Problem Solving|Docker|Git|Spring,4147,Remote,Contract,Freelancer,Intermediate,Immediate,https://portfolio393.com,https://linkedin.com/in/candidate393
394,Nguyen Van A 394,27,Other,13,Master,Economics,Python|Problem Solving|Django|Spring|Docker|HTML/CSS|Node.js,3871,Flexible,Internship,Student,Intermediate,Immediate,https://portfolio394.com,https://linkedin.com/in/candidate394
395,Le Duc H 395,40,Male,5,PhD,Software Engineering,Problem Solving|Node.js|Data Analysis|Machine Learning,4475,Ho Chi Minh City,Internship,Unemployed,Advanced,1 month,,https://linkedin.com/in/candidate395
396,Tran Hoang D 396,27,Male,13,Master,Mechanical Engineering,Data Analysis|Azure|Spring|Machine Learning,1752,Flexible,Part-time,Unemployed,Intermediate,2 weeks,https://portfolio396.com,https://linkedin.com/in/candidate396
397,Tran Thanh E 397,23,Other,3,PhD,Economics,Azure|JavaScript|Angular|Django|Node.js|Docker|Python,4100,Ho Chi Minh City,Part-time,Employed,Intermediate,2 weeks,https://portfolio397.com,https://linkedin.com/in/candidate397
398,Bui Van A 398,39,Other,7,Bachelor,Marketing,Git|React|Azure|Docker,4535,Hanoi,Part-time,Employed,Intermediate,2 weeks,,https://linkedin.com/in/candidate398
399,Hoang Mai I 399,34,Male,2,Associate,Data Science,JavaScript|C++|Agile|Project Management|React|SQL|Problem Solving,3979,Da Nang,Part-time,Unemployed,Advanced,Immediate,https://portfolio399.com,https://linkedin.com/in/candidate399
400,Nguyen Mai I 400,30,Male,18,Master,Finance,Docker|Python|JavaScript|Problem Solving|Agile,3763,Remote,Internship,Employed,Basic,2 weeks,,https://linkedin.com/in/candidate400
401,Dang Hoang D 401,44,Male,13,Associate,Electrical Engineering,Azure|Spring|Docker|Python|Django|Java,4827,Ho Chi Minh City,Contract,Employed,Native,2 months,https://portfolio401.com,https://linkedin.com/in/candidate401
